#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/mean_all_blunt.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.993300, 0.045050
#MH Acceptance-Rate:	37.77%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.249516
#Time: 804.361941099
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_02836	SAOUHSC_02836	conserved hypothetical protein	39	48	3	46	0.000000	NE
SAOUHSC_02837	SAOUHSC_02837	conserved hypothetical protein	16	19	1	2	0.000000	NE
SAOUHSC_02838	SAOUHSC_02838	conserved hypothetical protein	6	9	1	2	-1.000000	S
SAOUHSC_02839	SAOUHSC_02839	L-serine dehydratase%2C iron-sulfur-dependent%2C alpha subunit	37	57	4	62	0.000000	NE
SAOUHSC_02840	SAOUHSC_02840	L-serine dehydratase%2C iron-sulfur-dependent%2C beta subunit	48	67	4	50	0.000000	NE
SAOUHSC_02841	SAOUHSC_02841	conserved hypothetical protein	65	96	4	22	0.000000	NE
SAOUHSC_02842	SAOUHSC_02842	conserved hypothetical protein	17	20	1	2	0.000000	NE
SAOUHSC_02843	SAOUHSC_02843	conserved hypothetical protein	77	97	2	10	0.000000	NE
SAOUHSC_02844	SAOUHSC_02844	conserved hypothetical protein	62	82	2	34	0.000000	NE
SAOUHSC_02845	SAOUHSC_02845	conserved hypothetical protein	15	24	3	28	0.000000	NE
SAOUHSC_02846	SAOUHSC_02846	conserved hypothetical protein	25	31	2	28	0.000000	NE
SAOUHSC_02848	SAOUHSC_02848	PTS system glucose-specific IIABC component	125	175	4	41	0.000000	NE
SAOUHSC_02849	SAOUHSC_02849	catalyzes the formation of acetyl phosphate from pyruvate	127	163	3	15	0.000000	NE
SAOUHSC_02850	SAOUHSC_02850	conserved hypothetical protein	50	71	3	21	0.000000	NE
SAOUHSC_02851	SAOUHSC_02851	conserved hypothetical protein	31	43	3	28	0.000000	NE
SAOUHSC_02852	SAOUHSC_02852	conserved hypothetical protein	49	70	4	19	0.000000	NE
SAOUHSC_02853	SAOUHSC_02853	conserved hypothetical protein	10	14	1	2	0.000000	NE
SAOUHSC_02855	SAOUHSC_02855	LysM domain protein	39	45	2	12	0.000000	NE
SAOUHSC_02856	SAOUHSC_02856	-	8	9	1	2	-1.000000	S
SAOUHSC_02857	SAOUHSC_02857	conserved hypothetical protein	14	18	2	10	-1.000000	S
SAOUHSC_02858	SAOUHSC_02858	conserved hypothetical protein	23	32	4	29	0.000000	NE
SAOUHSC_02859	SAOUHSC_02859	hydroxymethylglutaryl-CoA reductase%2C degradative	7	100	45	561	1.000000	E
SAOUHSC_02860	SAOUHSC_02860	HMG-CoA synthase%2C putative	5	94	33	489	0.999950	E
SAOUHSC_02861	SAOUHSC_02861	methylated-DNA--protein-cysteine methyltransferase%2C putative	31	43	3	38	0.000000	NE
SAOUHSC_02862	SAOUHSC_02862	ATP-dependent Clp protease%2C ATP-binding subunit ClpC%2C putative	118	159	3	35	0.000000	NE
SAOUHSC_02863	SAOUHSC_02863	conserved hypothetical protein	7	12	3	25	-1.000000	S
SAOUHSC_02864	SAOUHSC_02864	ferrous iron transport protein B	158	198	3	30	0.000000	NE
SAOUHSC_02865	SAOUHSC_02865	conserved hypothetical protein	21	26	2	15	0.000000	NE
SAOUHSC_02866	SAOUHSC_02866	conserved hypothetical protein	183	233	3	18	0.000000	NE
SAOUHSC_02867	SAOUHSC_02867	conserved hypothetical protein	48	54	2	8	0.000000	NE
SAOUHSC_02868	SAOUHSC_02868	conserved hypothetical protein	12	18	2	11	0.000000	NE
SAOUHSC_02869	SAOUHSC_02869	catalyzes the conversion of 1-proline-5-carboxylate dehydrogenase to L-glutamate	86	113	2	18	0.000000	NE
SAOUHSC_02871	SAOUHSC_02871	conserved hypothetical protein	38	45	2	17	0.000000	NE
SAOUHSC_02872	SAOUHSC_02872	conserved hypothetical protein	9	15	3	16	0.000000	NE
SAOUHSC_02873	SAOUHSC_02873	cation-transporting ATPase%2C E1-E2 family%2C putative	163	209	9	58	0.000000	NE
SAOUHSC_02874	SAOUHSC_02874	cation-transporting ATPase%2C E1-E2 family%2C putative	11	12	1	2	0.000000	NE
SAOUHSC_02875	SAOUHSC_02875	catalyzes the formation of pyruvate from lactate	66	89	3	15	0.000000	NE
SAOUHSC_02876	SAOUHSC_02876	conserved hypothetical protein	73	92	2	7	0.000000	NE
SAOUHSC_02877	SAOUHSC_02877	squalene synthase%2C putative	97	137	3	38	0.000000	NE
SAOUHSC_02879	SAOUHSC_02879	squalene desaturase%2C putative	67	79	2	10	0.000000	NE
SAOUHSC_02880	SAOUHSC_02880	conserved hypothetical protein	71	96	5	59	0.000000	NE
SAOUHSC_02881	SAOUHSC_02881	conserved hypothetical protein	107	135	2	5	0.000000	NE
SAOUHSC_02882	SAOUHSC_02882	conserved hypothetical protein	39	52	2	20	0.000000	NE
SAOUHSC_02883	SAOUHSC_02883	LysM domain protein	63	73	2	17	0.000000	NE
SAOUHSC_02885	SAOUHSC_02885	conserved hypothetical protein	145	180	3	27	0.000000	NE
SAOUHSC_02886	SAOUHSC_02886	conserved hypothetical protein	47	62	2	7	0.000000	NE
SAOUHSC_02887	SAOUHSC_02887	immunodominant antigen A%2C putative	38	44	1	2	0.000000	NE
SAOUHSC_02888	SAOUHSC_02888	conserved hypothetical protein	86	103	3	23	0.000000	NE
SAOUHSC_02889	SAOUHSC_02889	-	10	16	3	24	-1.000000	S
SAOUHSC_02890	SAOUHSC_02890	conserved hypothetical protein	9	15	3	24	-1.000000	S
SAOUHSC_02891	SAOUHSC_02891	conserved hypothetical protein	38	49	3	44	0.000000	NE
SAOUHSC_02892	SAOUHSC_02892	conserved hypothetical protein	44	53	2	18	0.000000	NE
SAOUHSC_02893	SAOUHSC_02893	conserved hypothetical protein	18	18	0	0	0.000000	NE
SAOUHSC_02894	SAOUHSC_02894	conserved hypothetical protein	17	22	1	2	0.000000	NE
SAOUHSC_02895	SAOUHSC_02895	conserved hypothetical protein	59	81	5	26	0.000000	NE
SAOUHSC_02896	SAOUHSC_02896	conserved hypothetical protein	22	25	2	39	0.000000	NE
SAOUHSC_02897	SAOUHSC_02897	conserved hypothetical protein	42	55	2	12	0.000000	NE
SAOUHSC_02898	SAOUHSC_02898	conserved hypothetical protein	43	55	2	5	0.000000	NE
SAOUHSC_02899	SAOUHSC_02899	conserved hypothetical protein	63	82	3	31	0.000000	NE
SAOUHSC_02900	SAOUHSC_02900	conserved hypothetical protein	50	63	3	46	0.000000	NE
SAOUHSC_02901	SAOUHSC_02901	conserved hypothetical protein	60	74	2	9	0.000000	NE
SAOUHSC_02904	SAOUHSC_02904	conserved hypothetical protein	76	99	5	69	0.000000	NE
SAOUHSC_02905	SAOUHSC_02905	conserved hypothetical protein	19	28	4	22	0.000000	NE
SAOUHSC_02906	SAOUHSC_02906	conserved hypothetical protein	19	23	2	13	0.000000	NE
SAOUHSC_02907	SAOUHSC_02907	conserved hypothetical protein	21	23	1	2	0.000000	NE
SAOUHSC_02908	SAOUHSC_02908	conserved hypothetical protein	59	71	2	8	0.000000	NE
SAOUHSC_02909	SAOUHSC_02909	catalyzes the conversion of dihydroorotate to orotate in the pyrimidine biosynthesis pathway%3B uses a flavin nucleotide as an essential cofactor%3B class 2 enzymes are monomeric and compared to the class 1 class 2 possess an extended N terminus%2C which plays a role in the membrane association of the enzyme and provides the binding site for the respiratory quinones that serve as physiological electron acceptors	18	90	15	199	0.564500	U
SAOUHSC_02910	SAOUHSC_02910	conserved hypothetical protein	14	17	2	76	0.000000	NE
SAOUHSC_02911	SAOUHSC_02911	conserved hypothetical protein	47	59	3	35	0.000000	NE
SAOUHSC_02912	SAOUHSC_02912	conserved hypothetical protein	27	33	3	51	0.000000	NE
SAOUHSC_02913	SAOUHSC_02913	conserved hypothetical protein	47	57	2	5	0.000000	NE
SAOUHSC_02914	SAOUHSC_02914	conserved hypothetical protein	9	9	0	0	-1.000000	S
SAOUHSC_02915	SAOUHSC_02915	conserved hypothetical protein	100	129	2	8	0.000000	NE
SAOUHSC_02916	SAOUHSC_02916	Converts L-aspartate to beta-alanine and provides the major route of beta-alanine production in bacteria. Beta-alanine is essential for the biosynthesis of pantothenate (vitamin B5)	26	32	3	19	0.000000	NE
SAOUHSC_02918	panC	catalyzes the formation of (R)-pantothenate from pantoate and beta-alanine	63	78	2	22	0.000000	NE
SAOUHSC_02919	panB	catalyzes the formation of tetrahydrofolate and 2-dehydropantoate from 5%2C10-methylenetetrahydrofolate and 3-methyl-2-oxobutanoate	51	63	2	22	0.000000	NE
SAOUHSC_02920	SAOUHSC_02920	2-dehydropantoate 2-reductase	62	75	2	15	0.000000	NE
SAOUHSC_02921	SAOUHSC_02921	alpha-acetolactate decarboxylase	38	54	4	44	0.000000	NE
SAOUHSC_02922	SAOUHSC_02922	L-lactate dehydrogenase	68	84	3	19	0.000000	NE
SAOUHSC_02923	SAOUHSC_02923	conserved hypothetical protein	112	140	3	17	0.000000	NE
SAOUHSC_02924	SAOUHSC_02924	catalyzes the formation of succinate semialdehyde and glutamate from 4-aminobutanoate and 2-oxoglutarate	94	112	2	19	0.000000	NE
SAOUHSC_02925	SAOUHSC_02925	conserved hypothetical protein	37	50	3	12	0.000000	NE
SAOUHSC_02926	SAOUHSC_02926	catalyzes the formation of glycerone phosphate and D-glyceraldehyde 3-phosphate from D-fructose 1%2C6-bisphosphate in glycolysis	61	71	2	17	0.000000	NE
SAOUHSC_02927	SAOUHSC_02927	malate dehydrogenase%3B catalyzes the oxidation of malate to oxaloacetate	84	116	3	56	0.000000	NE
SAOUHSC_02928	SAOUHSC_02928	conserved hypothetical protein	35	44	2	12	0.000000	NE
SAOUHSC_02929	SAOUHSC_02929	acetyl-CoA synthetase%2C putative	107	142	4	55	0.000000	NE
SAOUHSC_02930	SAOUHSC_02930	conserved hypothetical protein	34	45	2	6	0.000000	NE
SAOUHSC_02931	SAOUHSC_02931	conserved hypothetical protein	13	18	3	24	0.000000	NE
SAOUHSC_02932	SAOUHSC_02932	catalyzes the oxidation of choline to betaine aldehyde and betain aldehyde to glycine betaine	94	126	4	20	0.000000	NE
SAOUHSC_02933	SAOUHSC_02933	betaine aldehyde dehydrogenase	82	110	4	62	0.000000	NE
SAOUHSC_02934	SAOUHSC_02934	conserved hypothetical protein	5	9	2	10	-1.000000	S
SAOUHSC_02935	SAOUHSC_02935	conserved hypothetical protein	24	31	2	5	0.000000	NE
SAOUHSC_02936	SAOUHSC_02936	conserved hypothetical protein	47	64	4	35	0.000000	NE
SAOUHSC_02937	SAOUHSC_02937	choline transporter%2C putative	116	147	4	36	0.000000	NE
SAOUHSC_02939	SAOUHSC_02939	-	7	27	8	53	0.018700	NE
SAOUHSC_02940	SAOUHSC_02940	conserved hypothetical protein	9	11	2	13	-1.000000	S
SAOUHSC_02941	SAOUHSC_02941	conserved hypothetical protein	48	58	2	11	0.000000	NE
SAOUHSC_02942	SAOUHSC_02942	Catalyzes the reduction of nucleoside 5'-triphosphates to 2'-deoxynucleoside 5'-triphosphates	135	159	2	9	0.000000	NE
SAOUHSC_02943	SAOUHSC_02943	citrate transporter%2C putative	101	131	5	80	0.000000	NE
SAOUHSC_02944	SAOUHSC_02944	conserved hypothetical protein	10	12	1	2	-1.000000	S
SAOUHSC_02945	SAOUHSC_02945	catalyzes the formation of siroheme from precorrin-2	39	48	3	52	0.000000	NE
SAOUHSC_02947	SAOUHSC_02947	sulfite reductase (NADPH) flavoprotein alpha-component%2C putative	132	160	2	14	0.000000	NE
SAOUHSC_02948	SAOUHSC_02948	-	12	14	1	2	-1.000000	S
SAOUHSC_02949	SAOUHSC_02949	conserved hypothetical protein	38	47	2	5	0.000000	NE
SAOUHSC_02950	SAOUHSC_02950	-	10	14	2	6	-1.000000	S
SAOUHSC_02953	SAOUHSC_02953	permease%2C putative domain protein	155	219	5	43	0.000000	NE
SAOUHSC_02954	SAOUHSC_02954	ABC transporter%2C ATP-binding protein%2C putative	48	59	3	26	0.000000	NE
SAOUHSC_02955	nsaS	sensor histidine kinase%2C putative	73	95	3	30	0.000000	NE
SAOUHSC_02956	nsaR	DNA-binding response regulator%2C putative	56	65	2	26	0.000000	NE
SAOUHSC_02957	SAOUHSC_02957	conserved hypothetical protein	16	18	1	2	0.000000	NE
SAOUHSC_02958	SAOUHSC_02958	alkaline phosphatase III precursor%2C putative	82	116	5	65	0.000000	NE
SAOUHSC_02960	SAOUHSC_02960	-	8	11	2	16	-1.000000	S
SAOUHSC_02961	SAOUHSC_02961	conserved hypothetical protein	24	39	3	13	0.000000	NE
SAOUHSC_02962	SAOUHSC_02962	tributyrin esterase%2C putative	55	68	1	2	0.000250	NE
SAOUHSC_02963	SAOUHSC_02963	clumping factor B%2C putative	148	196	4	38	0.000000	NE
SAOUHSC_02964	SAOUHSC_02964	conserved hypothetical protein	56	73	3	22	0.000000	NE
SAOUHSC_02965	SAOUHSC_02965	catalyzes the reversible synthesis of carbamate and ATP from carbamoyl phosphate and ADP	48	73	3	50	0.000000	NE
SAOUHSC_02967	SAOUHSC_02967	arginine/ornithine antiporter%2C putative	124	149	2	16	0.000000	NE
SAOUHSC_02968	SAOUHSC_02968	catalyzes the formation of ornithine and carbamylphosphate from citrulline in the arginine catabolic pathway	61	88	4	41	0.000000	NE
SAOUHSC_02969	SAOUHSC_02969	catalyzes the degradation of arginine to citruline and ammonia	101	120	3	10	0.000000	NE
SAOUHSC_02970	SAOUHSC_02970	conserved hypothetical protein	39	49	2	9	0.000000	NE
SAOUHSC_02971	SAOUHSC_02971	aureolysin%2C putative	82	116	2	21	0.000000	NE
SAOUHSC_02972	SAOUHSC_02972	conserved hypothetical protein	42	54	3	16	0.000000	NE
SAOUHSC_02973	SAOUHSC_02973	conserved hypothetical protein	22	35	4	74	0.000000	NE
SAOUHSC_02974	SAOUHSC_02974	conserved hypothetical protein	133	172	4	93	0.000000	NE
SAOUHSC_02975	SAOUHSC_02975	PTS system%2C fructose-specific IIABC component%2C putative	122	168	4	52	0.000000	NE
SAOUHSC_02976	SAOUHSC_02976	mannose-6-phosphate isomerase%2C class I	69	92	3	11	0.000000	NE
SAOUHSC_02978	SAOUHSC_02978	phage infection protein%2C putative	204	269	3	23	0.000000	NE
SAOUHSC_02979	SAOUHSC_02979	conserved hypothetical protein	132	166	3	31	0.000000	NE
SAOUHSC_02980	SAOUHSC_02980	conserved hypothetical protein	41	57	3	49	0.000000	NE
SAOUHSC_02982	SAOUHSC_02982	conserved hypothetical protein	127	162	3	50	0.000000	NE
SAOUHSC_02983	SAOUHSC_02983	conserved hypothetical protein	102	129	4	45	0.000000	NE
SAOUHSC_02984	SAOUHSC_02984	conserved hypothetical protein	113	152	4	41	0.000000	NE
SAOUHSC_02985	azi	functions in protein export%3B can interact with acidic membrane phospholipids and the SecYEG protein complex%3B binds to preproteins%3B binds to ATP and undergoes a conformational change to promote membrane insertion of SecA/bound preprotein%3B ATP hydrolysis appears to drive release of the preprotein from SecA and deinsertion of SecA from the membrane%3B additional proteins SecD/F/YajC aid SecA recycling%3B exists in an equilibrium between monomers and dimers%3B may possibly form higher order oligomers%3B in some organisms%2C especially gram positive pathogens%2C have paralogs that have been found to be nonessential but do function in secretion of a subset of exported proteins	163	216	3	31	0.000000	NE
SAOUHSC_02986	SAOUHSC_02986	conserved hypothetical protein	67	78	3	23	0.000000	NE
SAOUHSC_02987	SAOUHSC_02987	conserved hypothetical protein	96	128	3	23	0.000000	NE
SAOUHSC_02988	SAOUHSC_02988	conserved hypothetical protein	105	127	3	15	0.000000	NE
SAOUHSC_02989	secY	forms heterotrimeric complex in the membrane%3B in bacteria the complex consists of SecY which forms the channel pore and SecE and SecG%3B the SecG subunit is not essential%3B in bacteria translocation is driven via the SecA ATPase	110	139	3	19	0.000000	NE
SAOUHSC_02990	SAOUHSC_02990	conserved hypothetical protein	386	452	3	68	0.000000	NE
SAOUHSC_02991	SAOUHSC_02991	conserved hypothetical protein	42	58	2	19	0.000000	NE
SAOUHSC_02992	SAOUHSC_02992	conserved hypothetical protein	24	34	2	12	0.000000	NE
SAOUHSC_02993	SAOUHSC_02993	conserved hypothetical protein	28	30	1	2	0.000000	NE
SAOUHSC_02994	SAOUHSC_02994	conserved hypothetical protein	27	34	3	14	0.000000	NE
SAOUHSC_02995	SAOUHSC_02995	conserved hypothetical protein	47	61	4	21	0.000000	NE
SAOUHSC_02996	SAOUHSC_02996	this stereospecific enzymes reduces the S isomer of methionine sulfoxide while MsrB reduces the R form%3B a fusion protein of this enzyme with MsrB provides protection against oxidative stress in Neisseria gonorrhoeae	32	39	2	10	0.000000	NE
SAOUHSC_02997	SAOUHSC_02997	conserved hypothetical protein	33	44	2	77	0.000000	NE
SAOUHSC_02998	SAOUHSC_02998	capsular polysaccharide biosynthesis protein%2C Cap5C	48	63	2	31	0.000000	NE
SAOUHSC_02999	SAOUHSC_02999	capsular polysaccharide biosynthesis protein Cap5B	53	63	2	25	0.000000	NE
SAOUHSC_03000	SAOUHSC_03000	capsular polysaccharide biosynthesis%2C capA%2C putative	52	73	3	19	0.000000	NE
SAOUHSC_03001	SAOUHSC_03001	ica operon transcriptional regulator IcaR%2C putative	36	56	3	25	0.000000	NE
SAOUHSC_03002	SAOUHSC_03002	predicted polysaccharide polymerase involved in biofilm formation%3B required for the synthesis of the beta-1%2C6-N-acetylglucosamine polysaccharide%3B PgaC%3B in Yersinia the HmsR protein is an inner membrane protein	97	115	3	38	0.000000	NE
SAOUHSC_03003	SAOUHSC_03003	conserved hypothetical protein	26	31	1	2	0.000000	NE
SAOUHSC_03004	SAOUHSC_03004	icaB protein%2C putative	56	86	5	51	0.000000	NE
SAOUHSC_03005	SAOUHSC_03005	intercellular adhesion protein C%2C putative	126	146	3	22	0.000000	NE
SAOUHSC_03006	SAOUHSC_03006	lipase	120	169	5	54	0.000000	NE
SAOUHSC_03008	SAOUHSC_03008	imidazole glycerol phosphate synthase subunit hisF%2C putative	74	111	5	52	0.000000	NE
SAOUHSC_03009	SAOUHSC_03009	catalyzes the formation of 5-(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino-l-(5-hosphoribosyl)imidazole-4-carboxamide from 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide	44	58	2	34	0.000000	NE
SAOUHSC_03010	hisH	with HisF IGPS catalyzes the conversion of phosphoribulosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide phosphate and glutamine to imidazole-glycerol phosphate%2C 5-aminoimidazol-4-carboxamide ribonucleotide%2C and glutamate in histidine biosynthesis%3B the HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of imidazole-glycerol phosphate and 5-aminoimidazol-4-carboxamide ribonucleotide	37	52	5	46	0.000000	NE
SAOUHSC_03011	hisB	catalyzes the dehydration of D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate to 3-(imidazol-4-yl)-2-oxopropyl phosphate in histidine biosynthesis	35	46	2	11	0.000000	NE
SAOUHSC_03012	SAOUHSC_03012	histidinol-phosphate aminotransferase%2C putative	67	88	2	20	0.000000	NE
SAOUHSC_03013	SAOUHSC_03013	catalyzes the oxidation of L-histidinol to L-histidinaldehyde and then to L-histidine in histidine biosynthesis%3B functions as a dimer	81	105	3	14	0.000000	NE
SAOUHSC_03014	hisG	short form of enzyme%3B requires HisZ for function%3B catalyzes the formation of N'-5'-phosphoribosyl-ATP from phosphoribosyl pyrophosphate%3B crucial role in histidine biosynthesis%3B forms heteromultimer of HisG and HisZ	49	59	2	14	0.000000	NE
SAOUHSC_03015	hisZ	May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine	40	59	2	26	0.000000	NE
SAOUHSC_03016	SAOUHSC_03016	conserved hypothetical protein	80	103	3	29	0.000000	NE
SAOUHSC_03017	SAOUHSC_03017	conserved hypothetical protein	36	51	2	13	0.000000	NE
SAOUHSC_03018	SAOUHSC_03018	conserved hypothetical protein	74	95	3	17	0.000000	NE
SAOUHSC_03019	SAOUHSC_03019	ABC transporter%2C ATP-binding protein%2C putative	129	167	3	26	0.000000	NE
SAOUHSC_03020	SAOUHSC_03020	conserved hypothetical protein	45	61	3	23	0.000000	NE
SAOUHSC_03021	SAOUHSC_03021	conserved hypothetical protein	65	81	2	11	0.000000	NE
SAOUHSC_03022	SAOUHSC_03022	conserved hypothetical protein	22	40	4	43	0.000000	NE
SAOUHSC_03023	SAOUHSC_03023	Drp35	60	81	3	17	0.000000	NE
SAOUHSC_03024	SAOUHSC_03024	conserved hypothetical protein	57	78	3	28	0.000000	NE
SAOUHSC_03025	SAOUHSC_03025	catalyzes the removal of 5-oxoproline from various penultimate amino acid residues except L-proline	44	60	3	22	0.000000	NE
SAOUHSC_03026	SAOUHSC_03026	conserved hypothetical protein	62	90	3	26	0.000000	NE
SAOUHSC_03027	SAOUHSC_03027	conserved hypothetical protein	22	30	2	16	0.000000	NE
SAOUHSC_03028	SAOUHSC_03028	conserved hypothetical protein	30	42	2	11	0.000000	NE
SAOUHSC_03030	SAOUHSC_03030	sodium%2C sulfate symporter%2C putative	90	122	3	19	0.000000	NE
SAOUHSC_03031	SAOUHSC_03031	conserved hypothetical protein	70	93	3	32	0.000000	NE
SAOUHSC_03032	SAOUHSC_03032	conserved hypothetical protein	38	50	3	54	0.000000	NE
SAOUHSC_03033	SAOUHSC_03033	high affinity nickel transporter%2C putative	55	89	4	26	0.000000	NE
SAOUHSC_03034	SAOUHSC_03034	conserved hypothetical protein	61	79	4	31	0.000000	NE
SAOUHSC_03035	SAOUHSC_03035	conserved hypothetical protein	39	58	3	28	0.000000	NE
SAOUHSC_03036	SAOUHSC_03036	ABC transporter%2C ATP-binding protein%2C putative	42	54	3	20	0.000000	NE
SAOUHSC_03037	SAOUHSC_03037	permease%2C putative	149	194	5	55	0.000000	NE
SAOUHSC_03037a	SAOUHSC_03037a	-	17	20	1	2	0.000000	NE
SAOUHSC_03040	SAOUHSC_03040	integrase/recombinase	41	49	2	13	0.000000	NE
SAOUHSC_03041	SAOUHSC_03041	conserved hypothetical protein	45	60	2	19	0.000000	NE
SAOUHSC_03042	SAOUHSC_03042	integrase/recombinase%2C core domain family	26	31	2	13	0.000000	NE
SAOUHSC_03045	SAOUHSC_03045	cold shock protein%2C putative	8	16	3	18	0.000000	NE
SAOUHSC_03046	SAOUHSC_03046	Helix-turn-helix domain protein	38	56	3	48	0.000000	NE
SAOUHSC_03047	SAOUHSC_03047	conserved hypothetical protein	28	40	4	26	0.000000	NE
SAOUHSC_03048	SAOUHSC_03048	conserved hypothetical protein	23	33	3	13	0.000000	NE
SAOUHSC_03049	SAOUHSC_03049	conserved hypothetical protein	33	55	3	37	0.000000	NE
SAOUHSC_03051	gidB	glucose-inhibited division protein B%3B SAM-dependent methyltransferase%3B methylates the N7 position of guanosine in position 527 of 16S rRNA	40	61	5	36	0.000000	NE
SAOUHSC_03052	gidA	GidA%3B glucose-inhibited cell division protein A%3B involved in the 5-carboxymethylaminomethyl modification (mnm(5)s(2)U) of the wobble uridine base in some tRNAs	58	171	9	69	0.000050	NE
SAOUHSC_03053	trmE	in Escherichia coli this protein is involved in the biosynthesis of the hypermodified nucleoside 5-methylaminomethyl-2-thiouridine%2C which is found in the wobble position of some tRNAs and affects ribosomal frameshifting%3B shows potassium-dependent dimerization and GTP hydrolysis%3B also involved in regulation of glutamate-dependent acid resistance and activation of gadE	40	130	14	150	0.028300	NE
SAOUHSC_03054	rnpA	protein component of RNaseP which catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'terminus%3B this enzyme also cleaves other RNA substrates	2	40	20	170	0.759550	U
SAOUHSC_03055	rpmH	in Escherichia coli transcription of this gene is enhanced by polyamines	0	12	12	125	-1.000000	S
SAOUHSC_1307a	SAOUHSC_1307a	-	17	22	3	25	0.000000	NE
SAOUHSC_1342a	SAOUHSC_1342a	-	23	31	2	14	0.000000	NE
SAOUHSC_3042a	SAOUHSC_3042a	-	16	19	1	2	0.000000	NE
SAOUHSC_A00354	SAOUHSC_A00354	conserved hypothetical protein	19	22	1	2	0.000000	NE
SAOUHSC_A00526	SAOUHSC_A00526	-	13	35	9	42	0.000300	NE
SAOUHSC_A00992	SAOUHSC_A00992	conserved hypothetical protein	7	7	0	0	0.000000	NE
SAOUHSC_A01081	SAOUHSC_A01081	conserved hypothetical protein	26	36	2	13	0.000000	NE
SAOUHSC_A01436	SAOUHSC_A01436	-	19	24	3	25	0.000000	NE
SAOUHSC_A01514	SAOUHSC_A01514	hypothetical phage protein	8	23	7	44	0.001700	NE
SAOUHSC_A02169	SAOUHSC_A02169	-	13	21	4	29	0.000000	NE
SAOUHSC_A02189	SAOUHSC_A02189	-	28	35	3	34	0.000000	NE
SAOUHSC_A02331	SAOUHSC_A02331	conserved hypothetical protein	4	8	2	12	-1.000000	S
SAOUHSC_A02450	SAOUHSC_A02450	conserved hypothetical protein	21	30	5	28	0.000000	NE
SAOUHSC_A02577	SAOUHSC_A02577	-	12	16	3	19	-1.000000	S
SAOUHSC_A02794	SAOUHSC_A02794	-	22	30	2	11	0.000000	NE
SAOUHSC_A02811	SAOUHSC_A02811	-	11	18	3	20	0.000000	NE
SAOUHSC_R0001	SAOUHSC_R0001	-	59	85	3	33	0.000000	NE
SAOUHSC_R00010	SAOUHSC_R00010	-	83	174	9	199	0.000200	NE
SAOUHSC_R00011	SAOUHSC_R00011	-	4	8	3	23	-1.000000	S
SAOUHSC_R00012	SAOUHSC_R00012	-	5	8	2	14	-1.000000	S
SAOUHSC_R00013	SAOUHSC_R00013	-	5	8	2	14	-1.000000	S
SAOUHSC_R00014	SAOUHSC_R00014	-	5	8	2	14	-1.000000	S
SAOUHSC_R00015	SAOUHSC_R00015	-	5	8	2	14	-1.000000	S
