#Tn5 Gaps
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit tn5gaps bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig BW25113.prot_table transit_res/sum_all_1_BW25113.tab -r Sum
#Data: bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig
#Annotation path: BW25113.prot_table
#Time: 126.894939184
#Essential gene count: 455
#Minimum reads: 1
#Replicate combination method: Sum
#Minimum significant run length: 80
#Expected run length: 5.13993
#Expected max run length: 59.4475978239
#Orf	Name	Desc	k	n	r	ovr	lenovr	pval	padj	call
BW25113_3704	rnpA	RNase P is an essential enzyme responsible for the processing of the 5' ends of precursors to tRNA%2C 4.5S RNA%2C and other naturally occurring stable RNA molecules%3B RNase P also affects gene expression of polycistronic operon mRNAs	19	357	255	255	255	0.00000	0.00000	Essential
BW25113_3705	yidC	60 KD inner-membrane protein	35	1644	214	214	214	0.00000	0.00000	Essential
BW25113_3706	mnmE	-	339	1362	43	43	43	1.00000	1.00000	Non-essential
BW25113_3707	tnaC	-	22	72	19	19	19	1.00000	1.00000	Non-essential
BW25113_3708	tnaA	tryptophanase	753	1413	8	8	8	1.00000	1.00000	Non-essential
BW25113_3709	tnaB	low affinity tryptophan permease	701	1245	10	10	10	1.00000	1.00000	Non-essential
BW25113_3710	mdtL	putative transport protein	378	1173	23	23	23	1.00000	1.00000	Non-essential
BW25113_3711	yidZ	putative transcriptional regulator LYSR-type	300	957	20	20	20	1.00000	1.00000	Non-essential
BW25113_3712	yieE	-	176	747	38	38	38	1.00000	1.00000	Non-essential
BW25113_3713	chrR	-	139	564	29	29	29	1.00000	1.00000	Non-essential
BW25113_3714	purP	putative membrane / transport protein	422	1335	21	21	21	1.00000	1.00000	Non-essential
BW25113_3715	yieH	putative phosphatase	222	663	15	15	15	1.00000	1.00000	Non-essential
BW25113_3716	cbrB	-	167	465	20	20	20	1.00000	1.00000	Non-essential
BW25113_3717	cbrC	-	205	585	26	26	26	1.00000	1.00000	Non-essential
BW25113_3718	yieK	pyrimidine-specific nucleoside hydrolase	229	720	31	31	31	1.00000	1.00000	Non-essential
BW25113_3719	yieL	-	368	1167	25	25	25	1.00000	1.00000	Non-essential
BW25113_3720	bglH	putative receptor protein	957	1614	35	35	35	1.00000	1.00000	Non-essential
BW25113_3721	bglB	phospho-beta-glucosidase B%3B cryptic	650	1410	32	32	46	1.00000	1.00000	Non-essential
BW25113_3722	bglF	PTS system beta-glucosides%2C enzyme II%2C cryptic	665	1875	26	26	26	1.00000	1.00000	Non-essential
BW25113_3723	bglG	positive regulation of bgl operon	388	834	22	22	22	1.00000	1.00000	Non-essential
BW25113_3724	phoU	negative regulator for pho regulon and putative enzyme in phosphate metabolism	56	723	291	291	291	0.00000	0.00000	Essential
BW25113_3725	pstB	ATP-binding component of high-affinity phosphate-specific transport system%3B ATP-binding component of ABC superfamily	89	771	40	40	40	1.00000	1.00000	Non-essential
BW25113_3726	pstA	high-affinity phosphate-specific transport system%3B membrane component of ABC superfamily	175	888	30	30	30	1.00000	1.00000	Non-essential
BW25113_3727	pstC	high-affinity phosphate-specific transport system%2C cytoplasmic membrane component%3B membrane component of ABC superfamily	167	957	31	31	31	1.00000	1.00000	Non-essential
BW25113_3728	pstS	high-affinity phosphate-specific transport system%3B periplasmic phosphate-binding protein%3B periplasmic-binding component of ABC superfamily	201	1038	37	37	37	1.00000	1.00000	Non-essential
BW25113_3729	glmS	-	61	1827	146	146	146	0.00000	0.00000	Essential
BW25113_3730	glmU	N-acetyl glucosamine-1-phosphate uridyltransferase	23	1368	395	395	395	0.00000	0.00000	Essential
BW25113_3731	atpC	membrane-bound ATP synthase%2C F1 sector%2C epsilon-subunit	79	417	19	19	19	1.00000	1.00000	Non-essential
BW25113_3732	atpD	membrane-bound ATP synthase%2C F1 sector%2C beta-subunit	221	1380	32	32	32	1.00000	1.00000	Non-essential
BW25113_3733	atpG	membrane-bound ATP synthase%2C F1 sector%2C gamma-subunit	146	861	31	31	31	1.00000	1.00000	Non-essential
BW25113_3734	atpA	membrane-bound ATP synthase%2C F1 sector%2C alpha-subunit	295	1539	35	35	35	1.00000	1.00000	Non-essential
BW25113_3735	atpH	membrane-bound ATP synthase%2C F1 sector%2C delta-subunit	91	531	31	31	31	1.00000	1.00000	Non-essential
BW25113_3736	atpF	membrane-bound ATP synthase%2C F0 sector%2C subunit b	68	468	44	44	44	1.00000	1.00000	Non-essential
BW25113_3737	atpE	membrane-bound ATP synthase%2C F0 sector%2C subunit c	65	237	16	16	16	1.00000	1.00000	Non-essential
BW25113_3738	atpB	membrane-bound ATP synthase%2C F0 sector%2C subunit a	169	813	26	26	26	1.00000	1.00000	Non-essential
BW25113_3739	atpI	membrane-bound ATP synthase%2C dispensable protein%2C affects expression of atpB	125	378	11	11	11	1.00000	1.00000	Non-essential
BW25113_3740	rsmG	glucose-inhibited division%3B chromosome replication?	234	621	21	21	21	1.00000	1.00000	Non-essential
BW25113_3741	mnmG	glucose-inhibited division%3B chromosome replication?	442	1887	24	24	24	1.00000	1.00000	Non-essential
BW25113_3742	mioC	initiation of chromosome replication	134	441	27	27	27	1.00000	1.00000	Non-essential
BW25113_3743	asnC	regulator for asnA%2C asnC and gidA	143	456	15	15	43	1.00000	1.00000	Non-essential
BW25113_3744	asnA	-	337	990	29	29	29	1.00000	1.00000	Non-essential
BW25113_3745	viaA	-	486	1449	27	27	27	1.00000	1.00000	Non-essential
BW25113_3746	ravA	putative 2-component regulator	457	1494	30	30	30	1.00000	1.00000	Non-essential
BW25113_3747	kup	low affinity potassium transport system	674	1866	31	31	31	1.00000	1.00000	Non-essential
BW25113_3748	rbsD	D-ribose high-affinity transport system%3B membrane-associated protein	159	417	13	13	13	1.00000	1.00000	Non-essential
BW25113_3749	rbsA	ATP-binding component of D-ribose high-affinity transport system	478	1503	24	24	24	1.00000	1.00000	Non-essential
BW25113_3750	rbsC	D-ribose high-affinity transport system%3B membrane component of ABC superfamily	320	963	17	17	17	1.00000	1.00000	Non-essential
BW25113_3751	rbsB	D-ribose periplasmic binding protein%3B periplasmic-binding compoent of ABC superfamily	248	888	22	22	22	1.00000	1.00000	Non-essential
BW25113_3752	rbsK	-	309	927	22	22	22	1.00000	1.00000	Non-essential
BW25113_3753	rbsR	regulator for rbs operon	377	990	15	15	15	1.00000	1.00000	Non-essential
BW25113_3754	hsrA	putative transport protein (MFS family)%3B high copy suppressor of RspA: relieves RspA-mediated reduction of sigma(S) levels%3B overexpression also reduces MetE activity%3B effect proposed to be via an elevation in levels of homocysteine%2C causing a concomitant increase in homocysteine thiolactone%3B overexpression has no effect on resistance to a variety of toxic compounds%3B overexpression has no effect on resistance to a variety of toxic compounds	527	1425	34	34	34	1.00000	1.00000	Non-essential
BW25113_3755	yieP	-	228	690	34	34	34	1.00000	1.00000	Non-essential
BW25113_3756	rrsC	-	340	1539	25	25	25	1.00000	1.00000	Non-essential
BW25113_3757	gltU	-	9	73	17	17	17	1.00000	1.00000	Non-essential
BW25113_3758	rrlC	-	587	2901	41	41	41	1.00000	1.00000	Non-essential
BW25113_3759	rrfC	-	17	117	20	20	36	1.00000	1.00000	Non-essential
BW25113_3760	aspT	-	8	74	16	16	16	1.00000	1.00000	Non-essential
BW25113_3761	trpT	-	3	73	62	62	62	0.28987	1.00000	Non-essential
BW25113_3764	yifE	-	103	336	20	20	20	1.00000	1.00000	Non-essential
BW25113_3765	yifB	putative 2-component regulator	373	1518	26	26	26	1.00000	1.00000	Non-essential
BW25113_3766	ilvL	ilvGEDA operon leader peptide	28	96	6	9	9	1.00000	1.00000	Non-essential
BW25113_3769	ilvM	acetolactate synthase II%2C valine insensitive%2C small subunit	86	261	26	26	26	1.00000	1.00000	Non-essential
BW25113_3770	ilvE	-	283	927	20	20	20	1.00000	1.00000	Non-essential
BW25113_3771	ilvD	-	545	1848	27	27	27	1.00000	1.00000	Non-essential
BW25113_3772	ilvA	threonine deaminase (dehydratase)	415	1542	30	30	30	1.00000	1.00000	Non-essential
BW25113_3773	ilvY	positive regulator for ilvC	233	891	29	29	29	1.00000	1.00000	Non-essential
BW25113_3774	ilvC	ketol-acid reductoisomerase	508	1473	20	20	20	1.00000	1.00000	Non-essential
BW25113_3775	ppiC	-	81	279	12	12	12	1.00000	1.00000	Non-essential
BW25113_3778	rep	rep helicase%2C a single-stranded DNA dependent ATPase	435	2019	44	44	44	1.00000	1.00000	Non-essential
BW25113_3779	gpp	guanosine pentaphosphatase%3B exopolyphosphatase	449	1482	36	36	36	1.00000	1.00000	Non-essential
BW25113_3780	rhlB	putative ATP-dependent RNA helicase	389	1263	30	30	30	1.00000	1.00000	Non-essential
BW25113_3781	trxA	-	74	327	17	17	17	1.00000	1.00000	Non-essential
BW25113_3783	rho	transcription termination factor Rho%3B polarity suppressor	16	1257	253	253	253	0.00000	0.00000	Essential
BW25113_3784	wecA	-	392	1101	16	16	16	1.00000	1.00000	Non-essential
BW25113_3785	wzzE	modulator of enterobacterial common antigen (ECA) polysaccharide chain length	343	1044	15	15	15	1.00000	1.00000	Non-essential
BW25113_3786	wecB	-	345	1128	48	48	48	0.99995	1.00000	Non-essential
BW25113_3787	wecC	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase%3B synthesis of enterobacterial common antigen (ECA)	346	1260	22	22	22	1.00000	1.00000	Non-essential
BW25113_3788	rffG	-	305	1065	27	27	27	1.00000	1.00000	Non-essential
BW25113_3789	rffH	-	268	879	29	29	29	1.00000	1.00000	Non-essential
BW25113_3790	wecD	putative acyltransferase%2C lipopolysaccharide biosynthesis protein	111	672	32	32	32	1.00000	1.00000	Non-essential
BW25113_3791	wecE	-	310	1128	27	27	27	1.00000	1.00000	Non-essential
BW25113_3792	wzxE	O-antigen translocase in LPS biosynthesis	332	1248	32	32	32	1.00000	1.00000	Non-essential
BW25113_3793	wzyE	putative ECA polymerization protein	29	1350	219	219	219	0.00000	0.00000	Essential
BW25113_3794	wecG	probable UDP-N-acetyl-D-mannosaminuronic acid transferase%3B synthesis of enterobacterial common antigen (ECA)	206	738	17	17	17	1.00000	1.00000	Non-essential
BW25113_3795	yifK	putative amino acid/amine transport protein	375	1383	21	21	21	1.00000	1.00000	Non-essential
BW25113_3796	argX	-	2	74	28	31	35	1.00000	1.00000	Non-essential
BW25113_3797	hisR	-	1	74	73	76	82	0.00282	0.02780	Essential
BW25113_3798	leuT	-	19	84	16	16	16	1.00000	1.00000	Non-essential
BW25113_3799	proM	-	0	74	74	76	108	0.00001	0.00007	Essential
BW25113_3800	aslB	putative arylsulfatase regulator	300	1233	48	48	48	0.99995	1.00000	Non-essential
BW25113_3801	aslA	arylsulfatase	597	1653	27	27	27	1.00000	1.00000	Non-essential
BW25113_3802	hemY	a late step of protoheme IX synthesis	423	1194	23	23	23	1.00000	1.00000	Non-essential
BW25113_3803	hemX	uroporphyrinogen III methylase	342	1179	38	38	38	1.00000	1.00000	Non-essential
BW25113_3804	hemD	-	25	738	140	140	140	0.00000	0.00000	Essential
BW25113_3805	hemC	porphobilinogen deaminase %3D hydroxymethylbilane synthase	17	939	284	284	284	0.00000	0.00000	Essential
BW25113_3806	cyaA	-	401	2544	88	88	88	0.00067	0.00702	Essential
BW25113_3807	cyaY	iron-binding frataxin homolog%3B cyaY is expressed%3B neither knock-out nor overexpression of cyaY in Escherichia coli affects cellular iron content or sensitivity to oxidants%3B possibly involved in maintaining the intracellular iron pool in a soluble%2C non-toxic and bio-available form for biosynthetic pathways%2C  while preventing the participation of iron in oxidative damage	96	318	13	13	13	1.00000	1.00000	Non-essential
BW25113_3809	dapF	-	54	822	71	71	71	0.03873	0.31387	Non-essential
BW25113_3810	yigA	-	249	705	19	19	19	1.00000	1.00000	Non-essential
BW25113_3811	xerC	site-specific recombinase%2C acts on cer sequence of ColE1%2C effects chromosome segregation at cell division	203	894	49	49	49	0.99957	1.00000	Non-essential
BW25113_3812	yigB	putative phosphatase	182	714	31	31	31	1.00000	1.00000	Non-essential
BW25113_3813	uvrD	-	705	2160	23	23	23	1.00000	1.00000	Non-essential
BW25113_3816	corA	Mg2+ transport%2C system I	345	948	20	20	20	1.00000	1.00000	Non-essential
BW25113_3817	yigF	-	163	378	34	34	34	1.00000	1.00000	Non-essential
BW25113_3818	yigG	-	108	378	51	51	51	0.99171	1.00000	Non-essential
BW25113_3819	rarD	-	464	888	19	19	19	1.00000	1.00000	Non-essential
BW25113_3820	yigI	-	222	465	18	18	18	1.00000	1.00000	Non-essential
BW25113_3821	pldA	-	330	867	17	17	17	1.00000	1.00000	Non-essential
BW25113_3822	recQ	-	509	1827	21	21	21	1.00000	1.00000	Non-essential
BW25113_3823	rhtC	amino acid exporter (threonine)%3B threonine efflux protein (RhtB family)	191	618	24	24	24	1.00000	1.00000	Non-essential
BW25113_3824	rhtB	-	229	618	10	10	10	1.00000	1.00000	Non-essential
BW25113_3825	pldB	-	354	1020	24	24	24	1.00000	1.00000	Non-essential
BW25113_3826	yigL	conserved protein%2C phosphatase-like domain	236	798	19	19	19	1.00000	1.00000	Non-essential
BW25113_3827	yigM	-	281	897	25	25	25	1.00000	1.00000	Non-essential
BW25113_3828	metR	regulator for metE and metH	285	951	31	31	31	1.00000	1.00000	Non-essential
BW25113_3829	metE	tetrahydropteroyltriglutamate methyltransferase	679	2259	71	71	71	0.03873	0.31387	Non-essential
BW25113_3830	ysgA	putative enzyme	287	813	19	19	19	1.00000	1.00000	Non-essential
BW25113_3831	udp	-	248	759	18	18	18	1.00000	1.00000	Non-essential
BW25113_3832	rmuC	putative alpha helix chain	420	1425	26	26	26	1.00000	1.00000	Non-essential
BW25113_3833	ubiE	2-octaprenyl-6-methoxy-1%2C4-benzoquinone --> 2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinone	40	753	99	99	99	0.00005	0.00054	Essential
BW25113_3834	ubiJ	-	110	603	26	26	26	1.00000	1.00000	Non-essential
BW25113_3835	ubiB	-	19	1638	248	248	248	0.00000	0.00000	Essential
BW25113_3836	tatA	-	72	267	35	35	35	1.00000	1.00000	Non-essential
BW25113_3838	tatB	-	179	513	13	13	13	1.00000	1.00000	Non-essential
BW25113_3839	tatC	-	265	774	29	32	37	1.00000	1.00000	Non-essential
BW25113_3842	rfaH	transcriptional activator affecting biosynthesis of lipopolysaccharide core%2C F pilin%2C and haemolysin	173	486	20	20	20	1.00000	1.00000	Non-essential
BW25113_3843	ubiD	-	44	1491	164	164	164	0.00000	0.00000	Essential
BW25113_3844	fre	ferrisiderophore reductase%3B flavin reductase (NADPH:flavin oxidoreductase)	169	699	24	24	24	1.00000	1.00000	Non-essential
BW25113_3845	fadA	thiolase I%3B 3-ketoacyl-CoA thiolase%3B acetyl-CoA transferase	398	1161	14	14	14	1.00000	1.00000	Non-essential
BW25113_3846	fadB	4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase%3B 3-hydroxybutyryl-CoA epimerase%3B delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase%3B enoyl-CoA hydratase	664	2187	35	35	35	1.00000	1.00000	Non-essential
BW25113_3847	pepQ	-	447	1329	18	18	18	1.00000	1.00000	Non-essential
BW25113_3848	yigZ	-	178	612	20	20	20	1.00000	1.00000	Non-essential
BW25113_3849	trkH	potassium uptake%2C requires TrkE	476	1449	24	24	24	1.00000	1.00000	Non-essential
BW25113_3850	hemG	protoporphyrin oxidase	10	543	220	220	220	0.00000	0.00000	Essential
BW25113_3851	rrsA	-	350	1539	25	25	25	1.00000	1.00000	Non-essential
BW25113_3852	ileT	-	19	74	6	6	6	1.00000	1.00000	Non-essential
BW25113_3853	alaT	-	15	73	13	13	13	1.00000	1.00000	Non-essential
BW25113_3854	rrlA	-	629	2902	32	32	32	1.00000	1.00000	Non-essential
BW25113_3855	rrfA	-	19	117	13	13	13	1.00000	1.00000	Non-essential
BW25113_3856	mobB	-	141	525	34	34	34	1.00000	1.00000	Non-essential
BW25113_3857	mobA	molybdopterin ---> molybdopterin-guanine dinucleotide%2C protein Ar	141	582	21	21	21	1.00000	1.00000	Non-essential
BW25113_3858	yihD	-	47	267	33	33	33	1.00000	1.00000	Non-essential
BW25113_3859	srkA	-	228	984	39	39	39	1.00000	1.00000	Non-essential
BW25113_3860	dsbA	protein disulfide isomerase I%2C essential for cytochrome c synthesis and formate-dependent reduction	202	624	31	31	31	1.00000	1.00000	Non-essential
BW25113_3861	yihF	putative GTP-binding protein	574	1428	47	47	47	1.00000	1.00000	Non-essential
BW25113_3862	yihG	putative endonuclease	372	930	22	22	22	1.00000	1.00000	Non-essential
BW25113_3863	polA	DNA polymerase I%2C 3' --> 5' polymerase%2C 5' --> 3' and 3' --> 5' exonuclease	312	2784	322	322	322	0.00000	0.00000	Essential
BW25113_3864	spf	-	23	106	38	38	38	1.00000	1.00000	Non-essential
BW25113_3865	yihA	GTPase essential for cell cycle	18	630	144	144	144	0.00000	0.00000	Essential
BW25113_3866	yihI	-	121	507	15	15	15	1.00000	1.00000	Non-essential
BW25113_3867	hemN	O2-independent coproporphyrinogen III oxidase	395	1371	20	20	20	1.00000	1.00000	Non-essential
BW25113_3868	glnG	response regulator for gln (sensor glnL) (nitrogen regulator I%2C NRI)	374	1407	24	24	24	1.00000	1.00000	Non-essential
BW25113_3869	glnL	histidine protein kinase sensor for GlnG regulator (nitrogen regulator II%2C NRII)	281	1047	17	17	17	1.00000	1.00000	Non-essential
BW25113_3870	glnA	-	336	1407	33	33	33	1.00000	1.00000	Non-essential
BW25113_3871	typA	-	481	1821	35	35	35	1.00000	1.00000	Non-essential
BW25113_3872	yihL	putative transcriptional regulator	289	708	15	15	15	1.00000	1.00000	Non-essential
BW25113_3873	yihM	-	566	978	11	11	11	1.00000	1.00000	Non-essential
BW25113_3874	yihN	putative resistance protein (transport)	717	1263	9	9	9	1.00000	1.00000	Non-essential
BW25113_3875	ompL	-	333	690	33	33	33	1.00000	1.00000	Non-essential
BW25113_3876	yihO	putative permease	756	1401	15	15	15	1.00000	1.00000	Non-essential
BW25113_3877	yihP	putative permease	415	1383	28	28	28	1.00000	1.00000	Non-essential
BW25113_3878	yihQ	putative glycosidase	684	2034	24	24	24	1.00000	1.00000	Non-essential
BW25113_3879	yihR	putative aldose-1-epimerase	469	924	21	21	21	1.00000	1.00000	Non-essential
BW25113_3880	yihS	-	384	1239	53	53	53	0.94850	1.00000	Non-essential
BW25113_3881	yihT	-	222	876	49	49	49	0.99957	1.00000	Non-essential
BW25113_3882	yihU	putative dehydrogenase	239	894	26	26	26	1.00000	1.00000	Non-essential
BW25113_3883	yihV	putative kinase	235	894	41	41	41	1.00000	1.00000	Non-essential
BW25113_3884	yihW	putative DEOR-type transcriptional regulator	209	783	28	28	28	1.00000	1.00000	Non-essential
BW25113_3885	yihX	putative phosphatase	153	597	23	23	23	1.00000	1.00000	Non-essential
BW25113_3886	yihY	tRNA processing exoribonuclease BN	256	870	41	41	41	1.00000	1.00000	Non-essential
BW25113_3887	dtd	-	124	435	17	17	17	1.00000	1.00000	Non-essential
BW25113_3888	yiiD	-	350	987	22	22	22	1.00000	1.00000	Non-essential
BW25113_3889	yiiE	-	110	210	9	9	9	1.00000	1.00000	Non-essential
BW25113_3890	yiiF	-	111	216	14	14	14	1.00000	1.00000	Non-essential
BW25113_3891	fdhE	affects formate dehydrogenase-N	273	927	37	37	37	1.00000	1.00000	Non-essential
BW25113_3892	fdoI	formate dehydrogenase%2C cytochrome B556 (FDO) subunit	195	633	35	35	35	1.00000	1.00000	Non-essential
BW25113_3893	fdoH	formate dehydrogenase-O%2C iron-sulfur subunit	255	900	31	31	31	1.00000	1.00000	Non-essential
BW25113_3894	fdoG	formate dehydrogenase-O%2C major subunit	882	3048	26	26	26	1.00000	1.00000	Non-essential
BW25113_3895	fdhD	affects formate dehydrogenase-N	289	831	26	26	26	1.00000	1.00000	Non-essential
BW25113_3896	yiiG	-	529	1053	24	24	24	1.00000	1.00000	Non-essential
BW25113_3897	frvR	putative frv operon regulatory protein	880	1746	24	24	24	1.00000	1.00000	Non-essential
BW25113_3898	frvX	frv operon protein	258	1068	81	81	81	0.00358	0.03446	Essential
BW25113_3899	frvB	PTS system%2C fructose-like enzyme IIBC component	403	1449	58	58	58	0.59088	1.00000	Non-essential
BW25113_3900	frvA	PTS system%2C fructose-specific IIA component	223	444	31	31	31	1.00000	1.00000	Non-essential
BW25113_3901	rhaM	-	171	312	6	6	6	1.00000	1.00000	Non-essential
BW25113_3905	rhaS	positive regulator for rhaBAD operon	209	834	47	47	47	1.00000	1.00000	Non-essential
BW25113_3906	rhaR	positive regulator for rhaRS operon	253	846	25	25	25	1.00000	1.00000	Non-essential
BW25113_3907	rhaT	rhamnose transport	264	1032	79	79	79	0.00578	0.05393	Non-essential
BW25113_3908	sodA	superoxide dismutase%2C manganese	196	618	21	24	34	1.00000	1.00000	Non-essential
BW25113_3909	kdgT	2-keto-3-deoxy-D-gluconate transport system	266	981	28	28	28	1.00000	1.00000	Non-essential
BW25113_3910	yiiM	-	210	672	36	36	36	1.00000	1.00000	Non-essential
BW25113_3911	cpxA	probable sensor protein (histidine protein kinase)%2C acting on arcA	410	1371	21	21	21	1.00000	1.00000	Non-essential
BW25113_3912	cpxR	transcriptional regulator in 2-component system	222	696	17	17	17	1.00000	1.00000	Non-essential
BW25113_3915	fieF	putative transport system permease protein	285	900	29	29	29	1.00000	1.00000	Non-essential
BW25113_3916	pfkA	-	222	960	45	45	45	1.00000	1.00000	Non-essential
BW25113_3917	sbp	periplasmic sulfate-binding protein%3B periplasmic-binding component of ABC superfamily	261	987	28	28	28	1.00000	1.00000	Non-essential
BW25113_3918	cdh	-	205	753	35	35	48	0.99995	1.00000	Non-essential
BW25113_3919	tpiA	-	163	765	24	24	24	1.00000	1.00000	Non-essential
BW25113_3920	yiiQ	-	187	597	17	17	17	1.00000	1.00000	Non-essential
BW25113_3921	yiiR	-	211	438	18	18	18	1.00000	1.00000	Non-essential
