Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
3333	1	mrcA	b3396,ECK3383,JW3359,o858,ponA	75.8865966796875	3520893	3523445	2553	0	2	87082258	fused penicillin-binding protein 1a: mureintransglycosylase/murein transpeptidase	2993822
3334	1	nudE	b3397,ECK3384,f186,JW3360,yrfE	75.94519805908203	3523611	3524171	561	1	2	1789800	adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH	
3335	1	yrfF	b3398,ECK3385,igaA,JW3361,mucM,o711,umoB	75.96420288085938	3524491	3526626	2136	0	1	1789801	inner membrane protein	
3336	1	yrfG	b3399,ECK3386,JW5865,o237	76.0115966796875	3526691	3527359	669	0	2	87082259	GMP/IMP nucleotidase	
3337	1	hslR	b3400,ECK3387,JW3363,o133,yrfH	76.02619934082031	3527370	3527771	402	0	2	1789803	ribosome-associated heat shock protein Hsp15	
3338	1	hslO	b3401,ECK3388,JW5692,o294,yrfI	76.035400390625	3527796	3528674	879	0	2	87082260	heat shock protein Hsp33	
3339	1	yhgE	b3402,ECK3389,f574,JW3365	76.05570220947266	3528737	3530461	1725	1	2	1789805	putative inner membrane protein	
3340	1	pck	b3403,ECK3390,JW3366,pckA	76.10099792480469	3530840	3532462	1623	0	2	1789807	phosphoenolpyruvate carboxykinase	
3341	1	envZ	b3404,cpr,ECK3391,f450,JW3367,ompB,perA,tpo	76.13760375976562	3532538	3533890	1353	1	2	1789808	sensory histidine kinase in two-component regulatory system with OmpR	
3342	1	ompR	b3405,cry,ECK3392,envZ,f239,JW3368,kmt,ompB	76.16670227050781	3533887	3534606	720	1	2	1789809	DNA-binding response regulator in two-component regulatory system with EnvZ	
3343	1	greB	b3406,ECK3393,JW3369,o170	76.18710327148438	3534834	3535310	477	0	2	87082261	transcript cleavage factor	
3344	1	yhgF	b3407,ECK3394,JW3370,o740,tex	76.19950103759766	3535407	3537728	2322	0	2	87082262	putative transcriptional accessory protein	
3345	1	feoA	b3408,ECK3395,JW3371,o75	76.2593002319336	3538185	3538412	228	0	2	1789812	ferrous iron transporter, protein A	
3346	1	feoB	b3409,ECK3396,JW3372,o773	76.26460266113281	3538429	3540750	2322	0	2	1789813	fused ferrous iron transporter, protein B:GTP-binding protein/membrane protein	
3347	1	feoC	b3410,ECK3397,JW3373,o78,yhgG	76.3145980834961	3540750	3540986	237	0	2	1789814	putative DNA-binding transcriptional regulator	
3348	1	yhgA	b3411,ECK3398,JW3374,o292	76.3240966796875	3541189	3542067	879	0	2	1789816	putative transposase	8939425
3349	1	bioH	b3412,bioB,ECK3399,f256,JW3375	76.34359741210938	3542096	3542866	771	1	2	1789817	pimeloyl-ACP carboxylesterase	
3350	1	gntX	b3413,ECK3400,JW5691,o243,yhgH	76.36100006103516	3542904	3543587	684	0	2	87082263	protein required for the utilization of DNA as a carbon source	
3351	1	nfuA	b3414,ECK3401,gntY,JW3377,o191,yhgI	76.37699890136719	3543646	3544221	576	0	2	1789819	Fe/S biogenesis protein; possiblescaffold/chaperone for damaged Fe/S proteins	
3352	1	gntT	b3415,ECK3402,gntM,gntTalpha,JW5690,o437,usgA,yhgC	76.39720153808594	3544581	3545897	1317	0	2	48994935	gluconate transporter, high-affinity GNT I system	
3353	1	malQ	b3416,ECK3403,f694,JW3379,malA	76.42790222167969	3546008	3548092	2085	1	2	1789821	4-alpha-glucanotransferase (amylomaltase)	
3354	1	malP	b3417,blu,ECK3404,f797,JW5689,malA	76.47309875488281	3548102	3550495	2394	1	2	48994936	maltodextrin phosphorylase	
3355	1	malT	b3418,ECK3405,JW3381,malA,o901	76.53780364990234	3551107	3553812	2706	0	2	2367223	DNA-binding transcriptional activator for the mal regulon and maltotriose-ATP-binding protein	
3356	1	rtcA	b3419,b3420,b4475,ECK3406,f146,f201,JW5688,yhgJ,yhgK	76.59709930419922	3553855	3554871	1017	1	2	48994937	RNA 3'-terminal phosphate cyclase	
3358	1	rtcB	b3421,ECK3407,f408,JW3384,yhgL	76.61900329589844	3554875	3556101	1227	1	2	2367224	hypothetical protein	
3359	1	rtcR	b3422,ECK3408,JW3385,o532,yhgB	76.64959716796875	3556290	3557888	1599	0	2	1789828	sigma 54-dependent transcriptional regulator of rtcBA expression	
3360	1	glpR	b3423,ECK3409,f252,JW3386	76.68360137939453	3557870	3558628	759	1	2	1789829	DNA-binding transcriptional repressor	
3361	1	glpG	b3424,ECK3410,f276,JW5687	76.70030212402344	3558645	3559475	831	1	2	48994938	rhomboid intramembrane serine protease	
3362	1	glpE	b3425,ECK3411,f108,JW3388	76.71920013427734	3559520	3559846	327	1	2	1789831	thiosulfate:cyanide sulfurtransferase (rhodanese)	
3363	1	glpD	b3426,ECK3412,glyD,JW3389,o501	76.73030090332031	3560036	3561541	1506	0	2	2367226	sn-glycerol-3-phosphate dehydrogenase, aerobic,FAD/NAD(P)-binding	2403539
3364	1	yzgL	b3427,ECK3413,f97,f97b,JW3390	76.76850128173828	3561810	3562028	219	1	2			
3365	1	glgP	b3428,ECK3414,glgY,JW3391	76.7760009765625	3562157	3564604	2448	1	2	2367228	glycogen phosphorylase	
3366	1	glgA	b3429,ECK3415,f477,JW3392	76.8292007446289	3564623	3566056	1434	1	2	1789836	glycogen synthase	
3367	1	glgC	b3430,ECK3416,f431,JW3393	76.86000061035156	3566056	3567351	1296	1	2	1789837	glucose-1-phosphate adenylyltransferase	
3368	1	glgX	b3431,ECK3417,JW3394	76.88829803466797	3567369	3569342	1974	1	2	2367229	glycogen debranching enzyme	
3369	1	glgB	b3432,ECK3418,f728,JW3395	76.93080139160156	3569339	3571525	2187	1	2	1789839	1,4-alpha-glucan branching enzyme	
3370	1	asd	b3433,dap,ECK3419,f367,hom,JW3396	76.98380279541016	3571798	3572901	1104	1	1	1789841	aspartate-semialdehyde dehydrogenase, NAD(P)-binding	
3371	1	yhgN	b3434,ECK3420,JW3397,o197	77.01170349121094	3573094	3573687	594	0	2	1789842	putative antibiotic transporter	
3372	1	gntU	b3435,b3436,b4476,ECK3421,f111,f111a,f332,gntU_2,JW5686	77.02570343017578	3573744	3575084	1341	1	2	48994939	gluconate transporter, low affinity GNT 1 system	9135111
3374	1	gntK	b3437,ECK3422,JW3400	77.05470275878906	3575088	3575615	528	1	2	87082265	gluconate kinase 2	9135111
3375	1	gntR	b3438,ECK3423,f313,JW5946	77.06909942626953	3575754	3576749	996	1	2	48994940	DNA-binding transcriptional repressor	9135111
3376	1	yhhW	b3439,ECK3424,f231,JW3402	77.09529876708984	3576973	3577668	696	1	2	1789847	quercetinase activity in vitro	
3377	1	yhhX	b3440,ECK3425,f345,JW3403	77.11299896240234	3577791	3578828	1038	1	2	1789848	putative oxidoreductase with NAD(P)-binding Rossmann-fold domain	
10172	4	ryhB	b4451,ECK3426,IS176,JWR0219,psrA18,sraI	77.13790130615234	3578950	3579039	90	1	2		sRNA antisense regulator mediating positive Fur regulon response, Hfq-dependent; global iron regulator	
3378	1	yhhY	b3441,ECK3427,JW3405,o162	77.14250183105469	3579161	3579649	489	0	2	1789849	putative acetyltransferase	
3379	1	yhhZ	b3442,ECK3428,JW3406,o392	77.15809631347656	3579886	3581064	1179	0	2	1789850	hypothetical protein	
3380	1	yrhA	b3443,ECK3429,JW5864,o138	77.18340301513672	3581061	3582332	1272	0	2			
10173	1	insA	b3444,ECK0023,ECK4556	77.19300079345703	3581506	3581781	276	0	2	1789852	IS1 repressor TnpA	
10174	1	insB1	b3445,ECK0022,insB	77.19719696044922	3581700	3582203	504	0	2	1789853	IS1 transposase B	
10175	1	yrhD	b4612,ECK4421	77.21289825439453	3582427	3582582	156	0	2	145693189	hypothetical protein	
3383	1	yrhB	b3446,ECK3430,JW3411,o94	77.22049713134766	3582782	3583066	285	0	2	1789855	stable heat shock chaperone	
3384	1	ggt	b3447,ECK3431,f580,JW3412	77.22750091552734	3583104	3584846	1743	1	2	1789856	gamma-glutamyltranspeptidase	1360205
3385	1	yhhA	b3448,ECK3432,JW3413	77.2676010131836	3584966	3585406	441	0	2	1789857	conserved protein, DUF2756 family	
3386	1	ugpQ	b3449,ECK3433,JW3414	77.27680206298828	3585393	3586136	744	1	2	1789858	glycerophosphodiester phosphodiesterase, cytosolic	
3387	1	ugpC	b3450,ECK3434,JW3415	77.29280090332031	3586133	3587203	1071	1	2	87082267	glycerol-3-phosphate transporter subunit	
3388	1	ugpE	b3451,ECK3435,JW3416	77.31590270996094	3587205	3588050	846	1	2	1789860	glycerol-3-phosphate transporter subunit	
3389	1	ugpA	b3452,ECK3436,JW3417,psiB,psiC	77.33399963378906	3588047	3588934	888	1	2	1789861	glycerol-3-phosphate transporter subunit	
3390	1	ugpB	b3453,ECK3437,f438,JW3418,psiB,psiC	77.3552017211914	3589032	3590348	1317	1	2	1789862	glycerol-3-phosphate transporter subunit	
3391	1	livF	b3454,ECK3438,f241,JW3419	77.39219665527344	3590747	3591460	714	1	2	87082268	leucine/isoleucine/valine transporter subunit	
3392	1	livG	b3455,ECK3439,hrbB,hrbC,hrbD,JW3420	77.40760040283203	3591462	3592229	768	1	2	1789864	leucine/isoleucine/valine transporter subunit	
3393	1	livM	b3456,ECK3440,JW3421	77.42410278320312	3592226	3593503	1278	1	2	1789865	leucine/isoleucine/valine transporter subunit	
3394	1	livH	b3457,ECK3441,f308,hrbB,hrbC,hrbD,JW3422	77.45149993896484	3593500	3594426	927	1	2	1789866	leucine/isoleucine/valine transporter subunit	
3395	1	livK	b3458,ECK3442,f369,hrbB,hrbC,hrbD,JW3423	77.47250366210938	3594474	3595583	1110	1	2	1789867	leucine transporter subunit	
3396	1	panM	b3459,ECK3443,JW3424,livL,o127,panZ,yhhK	77.50559997558594	3596007	3596390	384	0	2	1789869	PanD autocleavage accelerator, panothenate synthesis	
3397	1	livJ	b3460,ECK3444,f386,hrbB,hrbC,hrbD,JW3425	77.51789855957031	3596578	3597681	1104	1	2	48994941	leucine/isoleucine/valine transporter subunit	
3398	1	rpoH	b3461,ECK3445,fam,hin,htpR,JW3426	77.54750061035156	3597952	3598806	855	1	1	1789871	RNA polymerase, sigma 32 (sigma H) factor	
3399	1	ftsX	b3462,ECK3446,ftsS,JW3427	77.57119750976562	3599051	3600109	1059	1	1	1789872	putative transporter subunit: membrane component of ABC superfamily	10048040
3400	1	ftsE	b3463,ECK3447,JW3428	77.59380340576172	3600102	3600770	669	1	1	1789873	putative transporter subunit: ATP-binding component of ABC superfamily	1379670
3401	1	ftsY	b3464,ECK3448,JW3429	77.6082992553711	3600773	3602266	1494	1	1	1789874	Signal Recognition Particle (SRP) receptor	10048040
3402	1	rsmD	b3465,ECK3449,JW3430,yhhF	77.6436996459961	3602416	3603012	597	0	2	1789875	16S rRNA m(2)G966 methyltransferase, SAM-dependent	
3403	1	yhhL	b3466,ECK3450,JW5683	77.65630340576172	3603002	3603271	270	0	2	1789876	conserved protein, DUF1145 family	
3404	1	yhhM	b3467,ECK3451,f119,JW3432	77.66220092773438	3603274	3603633	360	1	2	1789877	conserved protein, DUF2500 family	
3405	1	yhhN	b3468,ECK3452,JW3433,o208	77.6729965209961	3603774	3604400	627	0	2	1789878	putative inner membrane protein, TMEM86 family	
3406	1	zntA	b3469,ECK3453,JW3434,o732,yhhO	77.68810272216797	3604474	3606672	2199	0	2	1789879	zinc, cobalt and lead efflux system	
3407	1	tusA	b3470,ECK3454,f81,JW3435,sirA,sitA1,tusA,yhhP	77.73760223388672	3606774	3607019	246	1	2	1789881	sulfurtransferase required 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	
3408	1	yhhQ	b3471,ECK3455,JW3436,o221	77.7477035522461	3607240	3607905	666	0	2	1789882	inner membrane protein, DUF165 family	
3409	1	dcrB	b3472,ECK3456,JW5682,o203,yhhR	77.76360321044922	3607978	3608535	558	0	2	87082269	periplasmic protein, predicted lipoprotein	
3410	1	yhhS	b3473,ECK3457,f419,JW5945	77.77570343017578	3608539	3609756	1218	1	2	87082270	putative arabinose efflux transporter	
3411	1	yhhT	b3474,ECK3458,JW5680,o376	77.80480194091797	3609888	3610937	1050	0	2	87082271	inner membrane protein, predicted membrane permease, UPF0118 family	
3412	1	acpT	b3475,ECK3459,JW3440,o195,yhhU	77.82859802246094	3610992	3611579	588	0	2	1789886	holo-(acyl carrier protein) synthase 2	
3413	1	nikA	b3476,ECK3460,hydC,hydD,JW3441,o524	77.84359741210938	3611690	3613264	1575	0	2	1789887	nickel-binding, heme-binding periplasmic protein	
3414	1	nikB	b3477,ECK3461,hydC,hydD,JW3442,o314	77.87750244140625	3613264	3614208	945	0	2	1789888	nickel transporter subunit	
3415	1	nikC	b3478,ECK3462,hydC,hydD,JW3443,o277	77.89779663085938	3614205	3615038	834	0	2	1789889	nickel transporter subunit	
3416	1	nikD	b3479,ECK3463,hydC,hydD,JW3444,o254	77.91580200195312	3615038	3615802	765	0	2	1789890	nickel transporter subunit	
3417	1	nikE	b3480,ECK3464,hydC,hydD,JW3445,o268	77.93219757080078	3615799	3616605	807	0	2	1789891	nickel transporter subunit	
3418	1	nikR	b3481,ECK3465,JW3446,yhhG	77.94969940185547	3616611	3617012	402	0	2	1789892	DNA-binding transcriptional repressor, Ni-binding	
3419	1	rhsB	b3482,ECK3466,JW5679,o1411	77.96269989013672	3617215	3621450	4236	0	2	48994942	rhsB element core protein RshB	9729611
3420	1	yhhH	b3483,ECK3467,JW3449,o122	78.05339813232422	3621422	3621805	384	0	2	87082272	hypothetical protein	
10176	1	yrhC	b4552,ECK3468,JW5678	78.06390380859375	3621910	3622260	351	0	2			
3421	1	yhhI	b3484,ECK3469,JW3451,o378	78.07450103759766	3622401	3623537	1137	0	2	1789896	putative transposase	
3422	1	yhhJ	b3485,ECK3470,f375,JW5677	78.10250091552734	3623702	3624826	1125	1	2	226510979	putative permease subunit, ABC transporter superfamily, inner membrane protein	
3423	1	rbbA	b3486,ECK3471,f894,JW5676,yhiG,yhiH	78.12670135498047	3624826	3627561	2736	1	2	48994943	fused ribosome-associated ATPase: ATP-bindingprotein/ATP-binding protein/predicted membrane protein	
3424	1	yhiI	b3487,ECK3472,f355,JW3454	78.18560028076172	3627558	3628625	1068	1	2	1789900	putative membrane fusion protein (MFP) of efflux pump	
3425	1	yhiJ	b3488,ECK3473,f540,JW3455	78.21649932861328	3628991	3630613	1623	1	2	1789902	hypothetical protein	
3426	1	yhiL	b3489,b3490,b4660,ECK3475,f123,f413,JW5674,yhiK	78.2571029663086	3630875	3632481	1607	1	2			
3428	1	yhiM	b3491,ECK3476,JW5944,o383	78.30000305175781	3632864	3633916	1053	0	2	226510980	acid resistance protein, inner membrane	
3429	1	yhiN	b3492,ECK3477,f400,JW3459	78.32939910888672	3634231	3635433	1203	1	2	2367234	putative oxidoreductase with FAD/NAD(P)-binding domain	
3430	1	pitA	b3493,ECK3478,JW3460,pit	78.36029815673828	3635665	3637164	1500	0	2	1789907	phosphate transporter, low-affinity; tellurite importer	
3431	1	uspB	b3494,ECK3479,JW3461,yhiO	78.39790344238281	3637408	3637743	336	1	2	1789908	universal stress (ethanol tolerance) protein B	
3432	1	uspA	b3495,ECK3480,JW3462,o144	78.4135971069336	3638134	3638568	435	0	2	1789909	universal stress global response regulator	
3433	1	dtpB	b3496,ECK3481,JW3463,o489,yhiP	78.42970275878906	3638885	3640354	1470	0	2	1789911	dipeptide and tripeptide permease B	
3434	1	rsmJ	b3497,ECK3482,f250,JW5672,yhiQ	78.4625015258789	3640403	3641155	753	1	2	1789912	16S rRNA m(2)G1516 methyltransferase, SAM-dependent	
3435	1	prlC	b3498,ECK3483,JW3465,opdA	78.47879791259766	3641163	3643205	2043	1	2	1789913	oligopeptidase A	
3436	1	rlmJ	b3499,ECK3484,JW3466,o280,yhiR	78.5271987915039	3643408	3644250	843	0	2	1789914	23S rRNA m(6)A2030 methyltransferase, SAM-dependent	
3437	1	gor	b3500,ECK3485,gorA,JW3467	78.5468978881836	3644322	3645674	1353	0	2	1789915	glutathione oxidoreductase	
10177	1	dinQ	b4613,ECK4422	78.57720184326172	3645728	3645856	129	1	2	145693192	damage inducible protein	
3438	1	arsR	arsE,b3501,ECK3486,JW3468,o117	78.59500122070312	3646551	3646904	354	0	2	1789916	DNA-binding transcriptional repressor	7721697
3439	1	arsB	arsF,b3502,ECK3487,JW3469,o436	78.60369873046875	3646958	3648247	1290	0	2	87082277	arsenite/antimonite transporter	7721697
3440	1	arsC	arsG,b3503,ECK3488,JW3470,o141	78.63179779052734	3648260	3648685	426	0	2	1789918	arsenate reductase	7721697
3441	1	yhiS	b3504,ECK3489,JW3471,o260	78.65450286865234	3649314	3651736	2423	0	2			
257	1	insH1	b0259,b0552,b0656,b1331,b1370,b1994,b2030,b2192,b2982,b3217,b3218,b3505,ECK0261,f338,insH,insH-11,insH-5,insH-6,IS5T,lomR,mtfA,o153,o153a,o159,o338a,o40,orf33,trs5_1,wbbL,yi52_6	78.67369842529297	3650205	3651221	1017	1	2	1789921	IS5 transposase and trans-activator	
3443	1	slp	b3506,ECK3490,JW3474,o199	78.71209716796875	3651984	3652550	567	0	2	87082278	outer membrane lipoprotein	
3444	1	dctR	b3507,ECK3491,JW3475,o176,yhiF	78.72760009765625	3652706	3653236	531	0	2	1789923	putative DNA-binding transcriptional regulator	
3445	1	yhiD	b3508,ECK3492,f215,JW5670,yhhE	78.73999786376953	3653278	3653925	648	1	2	1789924	putative Mg(2+) transport ATPase, inner membrane protein	
3446	1	hdeB	b3509,ECK3493,f112,JW5669,yhhD,yhiC	78.75530242919922	3653989	3654315	327	1	2	87082279	acid-resistance protein	
3447	1	hdeA	b3510,ECK3494,f110,JW3478,yhhC,yhiB	78.76480102539062	3654431	3654763	333	1	2	1789926	stress response protein acid-resistance protein	9335267
3448	1	hdeD	b3511,ECK3495,JW3479,o190,yhiA	78.77749633789062	3655018	3655590	573	0	2	1789927	acid-resistance membrane protein	
10260	4	arrS	b4704,ECK4516	78.79879760742188	3656009	3656077	69	1	2		antisense sRNA ArrS, function unknown	
3449	1	gadE	b3512,ECK3496,JW3480,o175,yhiE,yhiT	78.80699920654297	3656389	3656916	528	0	2	1789928	DNA-binding transcriptional activator	
3450	1	mdtE	b3513,ECK3497,JW3481,o385,yhiU	78.82569885253906	3657255	3658412	1158	0	2	1789929	anaerobic multidrug efflux transporter, ArcA-regulated	
3451	1	mdtF	b3514,ECK3498,JW3482,o1037,yhiV	78.8511962890625	3658437	3661550	3114	0	2	1789930	anaerobic multidrug efflux transporter, ArcA-regulated	
3452	1	gadW	b3515,ECK3499,f242,JW3483,yhiW	78.92610168457031	3661913	3662641	729	1	2	1789932	transcriptional activator of gadA and gadBC; repressor of gadX	
10178	4	gadY	b4452,ECK3500,IS183,JWR0255	78.94709777832031	3662887	3662991	105	0	2		sRNA antisense regulator of gadAB transcriptional activator GadX mRNA, Hfq-dependent	
3453	1	gadX	b3516,ECK3501,f274,JW3484,yhiX	78.94969940185547	3663009	3663833	825	1	2	1789933	DNA-binding transcriptional dual regulator	
3454	1	gadA	b3517,ECK3502,f466,gadS,JW3485	78.97540283203125	3664203	3665603	1401	1	2	1789934	glutamate decarboxylase A, PLP-dependent	8954890
3455	1	yhjA	b3518,ECK3503,f465,JW3486	79.01010131835938	3665814	3667211	1398	1	2	1789935	putative cytochrome C peroxidase	
3456	1	treF	b3519,ECK3504,JW3487,o549	79.04900360107422	3667615	3669264	1650	0	2	1789936	cytoplasmic trehalase	
3457	1	yhjB	b3520,ECK3505,f200,JW3488	79.08560180664062	3669315	3669917	603	1	2	1789937	putative two-component system response regulator, LuxR-like HTH domain, function unknown	
3458	1	yhjC	b3521,ECK3506,JW3489,o323	79.10980224609375	3670437	3671336	900	0	2	145693193	putative DNA-binding transcriptional regulator	
3459	1	yhjD	b3522,ECK3507,JW3490,o337	79.13020324707031	3671385	3672398	1014	0	2	1789939	putative alternate lipid exporter, suppressor of msbA and KDO essentiality, inner membrane protein	
3460	1	yhjE	b3523,ECK3508,JW3491,o440	79.16089630126953	3672809	3674131	1323	0	2	1789941	inner membrane protein, predicted transporter	
3461	1	yhjG	b3524,ECK3509,f691,JW3492,yhjF	79.19329833984375	3674313	3676373	2061	1	2	226510981	Inner membrane protein, AsmA family	
3462	1	yhjH	b3525,ECK3510,f256,JW3493	79.23919677734375	3676443	3677210	768	1	2	87082280	cyclic-di-GMP phosphodiesterase, FlhDC-regulated	
3463	1	kdgK	b3526,ECK3511,JW5668,o382,yhjI	79.26080322265625	3677442	3678371	930	0	2	87082281	ketodeoxygluconokinase	
3464	1	yhjJ	b3527,ECK3512,f498,JW3495	79.28289794921875	3678467	3679963	1497	1	2	1789946	putative zinc-dependent peptidase	
3465	1	dctA	b3528,ECK3513,f428,JW3496,out	79.31990051269531	3680184	3681470	1287	1	2	1789947	C4-dicarboxylic acid, orotate and citrate transporter	
3466	1	yhjK	b3529,ECK3514,f651,JW5943	79.35150146484375	3681653	3683641	1989	1	2	226510982	cyclic-di-GMP phosphodiesterase	
3467	1	bcsC	b3530,ECK3515,f1166,JW5942,yhjL	79.39610290527344	3683723	3687196	3474	1	2	226510983	cellulose synthase subunit	
1121	1	bcsZ	b1142,b3531,bcsC,ECK3516,f103,f103c,f368,JW3499,yhjM,ymfH	79.47059631347656	3687178	3688284	1107	1	2	1789951	endo-1,4-D-glucanase	
3469	1	bcsB	b3532,ECK3517,f779,JW3500,yhjN	79.49459838867188	3688291	3690630	2340	1	2	1789952	regulator of cellulose synthase, cyclic di-GMP binding	
3470	1	bcsA	b3533,ECK3518,f888,JW5665,yhjO,yhjP	79.54519653320312	3690641	3693259	2619	1	2	87082284	cellulose synthase, catalytic subunit	
3471	1	bcsQ	b3534,ECK3519,f242b,JW5941,yhjQ	79.60160064697266	3693256	3694008	753	1	2			
3472	1	yhjR	b3535,ECK3520,f62,JW3503	79.61810302734375	3694020	3694208	189	1	2	1789956	hypothetical protein	
3473	1	bcsE	b3536,ECK3521,JW3504,o523,yhjS	79.62799835205078	3694481	3696052	1572	0	2	1789958	cellulose production protein	
3474	1	bcsF	b3537,ECK3522,JW5663,o62,yhjT	79.66179656982422	3696049	3696240	192	0	2	87082285	hypothetical protein	
3475	1	bcsG	b3538,ECK3523,JW3506,o559,yhjU	79.66590118408203	3696237	3697916	1680	0	2	1789960	inner membrane protein, predicted endoglucanase, DUF3260 family	
10179	1	ldrD	b4453,ECK3524,JW5966	79.70390319824219	3698003	3698110	108	1	2	48994945	toxic polypeptide, small	
10180	4	rdlD	b4454,ECK3525,JWR0256	79.7072982788086	3698159	3698224	66	0	2		sRNA antisense regulator affects LdrD translation; proposed addiction module in LDR-D repeat, with toxic peptide LdrD	
3476	1	yhjV	b3539,ECK3526,JW3508,o423	79.71649932861328	3698586	3699857	1272	0	2	1789961	putative transporter	
3477	1	dppF	b3540,ECK3527,f334,JW3509	79.74449920654297	3699887	3700891	1005	1	2	1789962	dipeptide transporter	8444807
